student_id,university,gender,graduation_year,target_role,cgpa,attendance_percent,internship_count,project_count,certification_count,hackathon_count,programming_language,curriculum_programming_score,industry_programming_required,programming_gap,curriculum_dsa_score,industry_dsa_required,dsa_gap,curriculum_dbms_score,industry_dbms_required,dbms_gap,curriculum_web_development_score,industry_web_development_required,web_development_gap,curriculum_cloud_score,industry_cloud_required,cloud_gap,curriculum_ai_ml_score,industry_ai_ml_required,ai_ml_gap,curriculum_cybersecurity_score,industry_cybersecurity_required,cybersecurity_gap,curriculum_devops_score,industry_devops_required,devops_gap,curriculum_communication_score,industry_communication_required,communication_gap,curriculum_problem_solving_score,industry_problem_solving_required,problem_solving_gap,overall_skill_alignment,average_skill_gap,employability_score,skill_gap_category,placement_status,event_timestamp
STU0218,JNTU Kakinada,Male,2027,Full Stack Developer,7.19,77.6,0,5,0.0,0,Java,70.3,82,11.7,54.7,76,21.3,92.9,70,0.0,71.9,88,16.1,69.7,62,0.0,75.8,50,0.0,70.9,42,0.0,66.7,58,0.0,76.8,74,0.0,54.7,80,25.3,92.55,7.45,72.78,Low Gap,Placed,2026-02-07 00:00:00
STU0219,SRM University,Male,2025,Software Developer,7.96,77.5,2,2,1.0,0,C++,90.8,80,0.0,94.7,78,0.0,96.1,72,0.0,91.1,68,0.0,72.1,60,0.0,84.2,55,0.0,77.7,45,0.0,92.4,50,0.0,73.8,72,0.0,91.3,78,0.0,100.0,0.0,86.43,Low Gap,Placed,2025-07-02 00:00:00
STU0220,Andhra University,Male,2026,DevOps Engineer,7.02,95.8,2,2,1.0,2,JavaScript,80.1,72,0.0,86.4,70,0.0,74.9,58,0.0,62.1,50,0.0,73.9,82,8.1,82.0,52,0.0,74.2,48,0.0,85.3,88,2.7,63.1,72,8.9,84.8,80,0.0,98.03,1.97,85.62,Low Gap,Placed,2025-01-08 00:00:00
STU0221,Vignan University,Male,2026,Data Scientist,8.47,84.8,2,3,2.0,0,C++,72.3,78,5.7,89.5,75,0.0,63.3,72,8.7,92.7,55,0.0,88.3,52,0.0,78.6,88,9.4,74.2,40,0.0,98.0,45,0.0,89.0,75,0.0,76.3,82,5.7,97.04,2.96,87.33,Low Gap,Placed,2025-06-26 00:00:00
STU0222,JNTU Kakinada,Male,2025,DevOps Engineer,6.68,89.3,0,2,1.0,0,Java,54.9,72,17.1,50.5,70,19.5,49.7,58,8.3,77.6,50,0.0,70.9,82,11.1,56.2,52,0.0,63.3,48,0.0,84.2,88,3.8,60.3,72,11.7,53.2,80,26.8,90.17,9.83,64.7,Low Gap,Not Placed,2025-08-28 00:00:00
STU0223,GITAM University,Male,2026,DevOps Engineer,6.79,76.1,2,4,1.0,1,JavaScript,86.1,72,0.0,90.1,70,0.0,77.3,58,0.0,98.0,50,0.0,62.0,82,20.0,82.1,52,0.0,95.9,48,0.0,88.2,88,0.0,73.3,72,0.0,88.8,80,0.0,98.0,2.0,90.36,Low Gap,Placed,2025-02-16 00:00:00
STU0224,SRM University,Female,2026,DevOps Engineer,6.87,79.6,1,4,1.0,0,C++,88.0,72,0.0,86.9,70,0.0,51.7,58,6.3,71.3,50,0.0,87.5,82,0.0,72.1,52,0.0,83.2,48,0.0,90.4,88,0.0,92.6,72,0.0,89.6,80,0.0,99.37,0.63,83.62,Low Gap,Placed,2026-07-04 00:00:00
STU0225,Andhra University,Male,2026,Cloud Engineer,7.36,91.4,0,3,1.0,2,C#,71.6,70,0.0,70.0,68,0.0,71.0,62,0.0,74.7,55,0.0,,88,30.9,68.6,58,0.0,78.6,45,0.0,52.6,82,29.4,73.8,70,0.0,78.1,76,0.0,93.97,6.03,73.67,Low Gap,Placed,2025-11-10 00:00:00
STU0226,JNTU Kakinada,Male,2027,Cloud Engineer,8.78,82.8,1,5,1.0,0,C#,81.0,70,0.0,70.7,68,0.0,88.3,62,0.0,93.6,55,0.0,82.8,88,5.2,91.5,58,0.0,71.6,45,0.0,80.1,82,1.9,78.5,70,0.0,78.0,76,0.0,99.28,0.72,85.66,Low Gap,Placed,2026-05-27 00:00:00
STU0227,Vignan University,Male,2025,Full Stack Developer,8.42,86.5,1,5,,2,C++,74.0,82,8.0,88.7,76,0.0,73.5,70,0.0,87.3,88,0.7,80.6,62,0.0,98.0,50,0.0,85.9,42,0.0,69.5,58,0.0,56.1,74,17.9,77.2,80,2.8,97.06,2.94,88.4,Low Gap,Placed,2025-05-09 00:00:00
STU0228,SRM University,Male,2025,Software Developer,8.25,82.7,3,3,4.0,2,C++,76.9,80,3.1,60.4,78,17.6,87.8,72,0.0,96.8,68,0.0,70.1,60,0.0,80.2,55,0.0,75.3,45,0.0,98.0,50,0.0,90.9,72,0.0,73.9,78,4.1,97.53,2.47,98.2,Low Gap,Placed,2025-01-16 00:00:00
STU0229,Vignan University,Female,2026,Cloud Engineer,7.26,91.5,2,3,3.0,2,Python,91.4,70,0.0,77.7,68,0.0,80.6,62,0.0,93.7,55,0.0,67.1,88,20.9,86.8,58,0.0,81.3,45,0.0,60.7,82,21.3,46.1,70,23.9,84.6,76,0.0,93.4,6.6,88.63,Low Gap,Placed,2025-12-06 00:00:00
STU0230,GITAM University,Male,2025,Full Stack Developer,7.06,86.0,0,2,2.0,1,C++,46.9,82,35.1,61.2,76,14.8,87.8,70,0.0,55.8,88,32.2,74.8,62,0.0,66.9,50,0.0,68.8,42,0.0,52.5,58,5.5,66.1,74,7.9,45.2,80,34.8,86.98,13.02,66.43,Moderate Gap,Not Placed,2025-02-15 00:00:00
STU0231,Vignan University,Male,2026,Data Scientist,7.3,83.9,1,3,1.0,0,Java,80.5,78,0.0,80.0,75,0.0,51.7,72,20.3,68.7,55,0.0,,52,0.0,69.8,88,18.2,63.7,40,0.0,85.0,45,0.0,98.0,75,0.0,85.7,82,0.0,96.15,3.85,78.85,Low Gap,Placed,2025-07-22 00:00:00
STU0232,Andhra University,Male,2027,Data Scientist,,76.3,0,3,0.0,1,Python,79.0,78,0.0,84.4,75,0.0,76.6,72,0.0,53.3,55,1.7,93.9,52,0.0,64.4,88,23.6,60.3,40,0.0,97.7,45,0.0,67.4,75,7.6,80.3,82,1.7,96.54,3.46,73.66,Low Gap,Placed,2026-03-31 00:00:00
STU0233,Andhra University,Male,2025,DevOps Engineer,9.37,85.5,1,4,1.0,0,C#,98.0,72,0.0,92.0,70,0.0,86.6,58,0.0,98.0,50,0.0,83.3,82,0.0,93.1,52,0.0,97.5,48,0.0,84.6,88,3.4,73.3,72,0.0,98.0,80,0.0,99.66,0.34,86.47,Low Gap,Placed,2025-05-13 00:00:00
STU0234,JNTU Kakinada,Female,2027,Data Analyst,7.06,93.4,1,1,3.0,0,C#,66.3,72,5.7,69.6,65,0.0,82.7,78,0.0,82.6,62,0.0,76.2,55,0.0,95.3,78,0.0,87.5,35,0.0,84.9,40,0.0,63.8,75,11.2,68.0,72,4.0,97.91,2.09,78.87,Low Gap,Placed,2026-07-20 00:00:00
STU0235,Vignan University,Female,2026,Cloud Engineer,8.06,87.1,1,2,1.0,1,JavaScript,65.1,70,4.9,62.9,68,5.1,56.9,62,5.1,93.1,55,0.0,88.7,88,0.0,72.1,58,0.0,67.8,45,0.0,85.6,82,0.0,55.9,70,14.1,49.1,76,26.9,94.4,5.6,75.39,Low Gap,Placed,2025-06-16 00:00:00
STU0236,SRM University,Female,2026,Software Developer,7.35,94.6,0,3,2.0,0,Python,77.6,80,2.4,79.4,78,0.0,69.9,72,2.1,88.2,68,0.0,85.0,60,0.0,59.7,55,0.0,71.0,45,0.0,81.9,50,0.0,73.9,72,0.0,82.4,78,0.0,99.55,0.45,76.86,Low Gap,Placed,2026-03-17 00:00:00
STU0237,JNTU Kakinada,Female,2025,Cloud Engineer,8.58,80.3,1,5,1.0,0,JavaScript,81.1,70,0.0,76.6,68,0.0,95.6,62,0.0,76.7,55,0.0,89.9,88,0.0,,58,0.0,75.8,45,0.0,80.7,82,1.3,87.9,70,0.0,70.5,76,5.5,99.32,0.68,85.67,Low Gap,Placed,2026-06-06 00:00:00
STU0238,Vignan University,Female,2025,Software Developer,6.88,68.1,1,4,3.0,2,JavaScript,83.0,80,0.0,92.6,78,0.0,92.1,72,0.0,65.1,68,2.9,70.5,60,0.0,78.7,55,0.0,66.9,45,0.0,64.4,50,0.0,41.2,72,30.8,91.8,78,0.0,96.63,3.37,86.37,Low Gap,Placed,2026-05-10 00:00:00
STU0239,Andhra University,Male,2027,Data Scientist,7.73,78.2,2,3,0.0,1,C++,79.4,78,0.0,61.6,75,13.4,84.0,72,0.0,84.2,55,0.0,67.7,52,0.0,86.9,88,1.1,78.0,40,0.0,69.1,45,0.0,69.4,75,5.6,63.5,82,18.5,96.14,3.86,83.08,Low Gap,Placed,2025-06-15 00:00:00
STU0240,GITAM University,Female,2027,Cloud Engineer,8.06,70.0,1,1,0.0,2,Python,42.9,70,27.1,37.0,68,31.0,70.9,62,0.0,52.1,55,2.9,78.7,88,9.3,71.9,58,0.0,77.9,45,0.0,46.4,82,35.6,74.4,70,0.0,43.7,76,32.3,86.18,13.82,66.65,Moderate Gap,Placed,2025-03-26 00:00:00
STU0241,Andhra University,Female,2027,Data Analyst,7.55,70.0,2,1,0.0,0,Python,84.4,72,0.0,84.3,65,0.0,96.0,78,0.0,67.8,62,0.0,32.9,55,22.1,88.0,78,0.0,76.5,35,0.0,78.4,40,0.0,49.9,75,25.1,82.7,72,0.0,95.29,4.71,77.11,Low Gap,Placed,2025-05-16 00:00:00
STU0242,JNTU Kakinada,Female,2025,Cloud Engineer,9.81,,1,3,3.0,0,C++,94.0,70,0.0,98.0,68,0.0,78.2,62,0.0,84.7,55,0.0,76.2,88,11.8,92.3,58,0.0,98.0,45,0.0,97.9,82,0.0,76.3,70,0.0,95.3,76,0.0,98.82,1.18,86.69,Low Gap,Placed,2025-03-18 00:00:00
STU0243,GITAM University,Female,2027,Data Analyst,6.02,79.6,2,3,1.0,2,C++,75.4,72,0.0,79.6,65,0.0,71.8,78,6.2,63.7,62,0.0,64.4,55,0.0,75.4,78,2.6,75.7,35,0.0,67.3,40,0.0,77.3,75,0.0,62.6,72,9.4,98.18,1.82,86.08,Low Gap,Not Placed,2025-11-03 00:00:00
STU0244,GITAM University,Female,2025,Data Analyst,8.43,75.6,2,3,2.0,0,Python,79.1,72,0.0,63.3,65,1.7,68.4,78,9.6,82.2,62,0.0,75.9,55,0.0,57.4,78,20.6,98.0,35,0.0,92.2,40,0.0,85.2,75,0.0,67.8,72,4.2,96.4,3.6,85.47,Low Gap,Placed,2026-06-04 00:00:00
STU0245,Andhra University,Male,2027,Full Stack Developer,6.91,86.4,2,3,1.0,1,JavaScript,69.7,82,12.3,83.2,76,0.0,63.3,70,6.7,95.7,88,0.0,93.6,62,0.0,64.3,50,0.0,57.3,42,0.0,62.3,58,0.0,64.7,74,9.3,82.0,80,0.0,97.17,2.83,84.81,Low Gap,Placed,2026-02-06 00:00:00
STU0246,Andhra University,Male,2026,Data Scientist,7.87,88.5,0,1,2.0,0,Java,87.2,78,0.0,91.4,75,0.0,95.3,72,0.0,64.9,55,0.0,77.6,52,0.0,71.9,88,16.1,98.0,40,0.0,72.7,45,0.0,59.2,75,15.8,88.2,82,0.0,96.81,3.19,72.76,Low Gap,Not Placed,2026-04-28 00:00:00
STU0247,Andhra University,Female,2026,Software Developer,,66.3,1,3,0.0,0,Python,98.0,80,0.0,90.2,78,0.0,56.0,72,16.0,72.5,68,0.0,63.2,60,0.0,72.6,55,0.0,80.4,45,0.0,89.5,50,0.0,57.5,72,14.5,83.5,78,0.0,96.96,3.04,77.54,Low Gap,Placed,2025-01-11 00:00:00
STU0248,KL University,Male,2025,Data Scientist,7.31,75.2,1,3,2.0,0,Java,78.7,78,0.0,78.9,75,0.0,70.8,72,1.2,75.4,55,0.0,79.6,52,0.0,71.8,88,16.2,72.8,40,0.0,71.5,45,0.0,65.0,75,10.0,69.9,82,12.1,96.04,3.96,79.25,Low Gap,Placed,2025-02-25 00:00:00
STU0249,Andhra University,Female,2027,DevOps Engineer,8.29,83.4,0,3,2.0,0,C++,66.9,72,5.1,71.0,70,0.0,64.9,58,0.0,62.0,50,0.0,75.2,82,6.8,78.3,52,0.0,98.0,48,0.0,70.7,88,17.3,92.3,72,0.0,71.7,80,8.3,96.25,3.75,74.84,Low Gap,Placed,2025-05-11 00:00:00
STU0250,Andhra University,Male,2026,Data Analyst,8.49,83.4,2,2,1.0,1,JavaScript,84.8,72,0.0,98.0,65,0.0,84.0,78,0.0,90.6,62,0.0,74.5,55,0.0,47.2,78,30.8,97.5,35,0.0,90.3,40,0.0,86.7,75,0.0,98.0,72,0.0,96.92,3.08,86.16,Low Gap,Placed,2025-11-05 00:00:00
STU0251,Andhra University,Male,2025,DevOps Engineer,7.19,91.6,2,3,0.0,3,JavaScript,69.8,72,2.2,71.2,70,0.0,57.2,58,0.8,65.4,50,0.0,75.1,82,6.9,53.1,52,0.0,46.1,48,1.9,53.2,88,34.8,72.5,72,0.0,69.1,80,10.9,94.25,5.75,81.9,Low Gap,Placed,2025-08-28 00:00:00
STU0252,Vignan University,Male,2025,Data Scientist,7.24,,2,3,2.0,0,Java,73.4,78,4.6,71.9,75,3.1,82.3,72,0.0,42.2,55,12.8,71.2,52,0.0,,88,17.0,94.3,40,0.0,81.2,45,0.0,41.5,75,33.5,83.4,82,0.0,92.9,7.1,82.18,Low Gap,Not Placed,2025-08-09 00:00:00
STU0253,SRM University,Female,2027,Data Scientist,7.58,,0,3,1.0,0,C#,82.3,78,0.0,84.8,75,0.0,61.4,72,10.6,93.4,55,0.0,71.7,52,0.0,58.2,88,29.8,80.9,40,0.0,75.4,45,0.0,77.6,75,0.0,81.8,82,0.2,95.94,4.06,73.7,Low Gap,Placed,2025-08-28 00:00:00
STU0254,Vignan University,Male,2026,Full Stack Developer,6.08,78.8,1,4,0.0,0,Java,82.8,82,0.0,87.1,76,0.0,45.1,70,24.9,58.2,88,29.8,90.6,62,0.0,63.0,50,0.0,69.7,42,0.0,83.6,58,0.0,62.2,74,11.8,87.0,80,0.0,93.35,6.65,76.89,Low Gap,Placed,2026-03-25 00:00:00
STU0255,GITAM University,Male,2026,Data Scientist,7.56,70.9,1,3,0.0,0,Java,78.5,78,0.0,82.8,75,0.0,65.5,72,6.5,81.9,55,0.0,72.1,52,0.0,77.9,88,10.1,59.9,40,0.0,54.8,45,0.0,73.3,75,1.7,80.1,82,1.9,97.98,2.02,76.9,Low Gap,Placed,2026-07-27 00:00:00
STU0256,Andhra University,Male,2026,DevOps Engineer,6.3,74.9,1,2,2.0,2,Python,73.7,72,0.0,47.8,70,22.2,69.8,58,0.0,76.7,50,0.0,51.2,82,30.8,74.6,52,0.0,67.1,48,0.0,85.7,88,2.3,44.1,72,27.9,58.5,80,21.5,89.53,10.47,74.76,Moderate Gap,Placed,2026-07-09 00:00:00
STU0257,Andhra University,Female,2025,Data Scientist,10.0,79.7,0,4,4.0,2,C#,93.2,78,0.0,98.0,75,0.0,84.8,72,0.0,98.0,55,0.0,98.0,52,0.0,91.3,88,0.0,62.1,40,0.0,85.4,45,0.0,85.6,75,0.0,98.0,82,0.0,100.0,0.0,88.83,Low Gap,Placed,2026-04-17 00:00:00
STU0258,Vignan University,Male,2027,Software Developer,6.93,82.2,2,4,1.0,1,JavaScript,98.0,80,0.0,98.0,78,0.0,74.5,72,0.0,77.9,68,0.0,77.4,60,0.0,73.4,55,0.0,80.8,45,0.0,82.4,50,0.0,70.3,72,1.7,96.2,78,0.0,99.83,0.17,90.79,Low Gap,Placed,2026-07-16 00:00:00
STU0259,JNTU Kakinada,Female,2025,Data Scientist,8.13,72.0,3,2,1.0,0,Java,62.3,78,15.7,51.3,75,23.7,81.0,72,0.0,97.4,55,0.0,59.3,52,0.0,86.7,88,1.3,71.0,40,0.0,89.2,45,0.0,64.2,75,10.8,39.5,82,42.5,90.59,9.41,82.32,Low Gap,Placed,2025-07-03 00:00:00
STU0260,Vignan University,Male,2026,Data Scientist,7.39,76.1,1,2,1.0,0,C#,62.2,78,15.8,74.2,75,0.8,59.7,72,12.3,85.9,55,0.0,58.9,52,0.0,51.2,88,36.8,75.2,40,0.0,60.8,45,0.0,51.9,75,23.1,72.9,82,9.1,90.22,9.78,70.68,Low Gap,Not Placed,2026-03-27 00:00:00
STU0261,SRM University,Male,2025,Full Stack Developer,5.79,78.8,2,3,1.0,0,C++,74.9,82,7.1,64.0,76,12.0,50.7,70,19.3,82.5,88,5.5,70.0,62,0.0,82.6,50,0.0,68.7,42,0.0,39.2,58,18.8,59.8,74,14.2,66.7,80,13.3,90.99,9.01,78.22,Low Gap,Placed,2025-09-05 00:00:00
STU0262,GITAM University,Female,2026,Full Stack Developer,5.28,74.0,1,2,1.0,1,C++,66.0,82,16.0,57.7,76,18.3,28.9,70,41.1,52.0,88,36.0,67.9,62,0.0,46.2,50,3.8,69.7,42,0.0,61.7,58,0.0,59.3,74,14.7,65.8,80,14.2,85.6,14.4,67.78,Moderate Gap,Not Placed,2025-03-23 00:00:00
STU0263,Vignan University,Male,2026,Software Developer,7.68,61.2,1,4,1.0,1,C++,89.8,80,0.0,71.1,78,6.9,59.0,72,13.0,84.1,68,0.0,74.9,60,0.0,56.3,55,0.0,80.8,45,0.0,84.8,50,0.0,73.1,72,0.0,70.0,78,8.0,97.21,2.79,82.06,Low Gap,Placed,2025-11-22 00:00:00
STU0264,GITAM University,Male,2026,Full Stack Developer,7.62,74.2,1,3,2.0,1,C#,78.2,82,3.8,66.6,76,9.4,61.6,70,8.4,56.9,88,31.1,78.4,62,0.0,90.6,50,0.0,78.9,42,0.0,76.4,58,0.0,57.9,74,16.1,61.1,80,18.9,91.23,8.77,77.75,Low Gap,Not Placed,2026-07-23 00:00:00
STU0265,Vignan University,Male,2025,Cloud Engineer,6.67,83.3,2,1,0.0,1,Python,73.5,70,0.0,76.5,68,0.0,80.2,62,0.0,82.6,55,0.0,69.2,88,18.8,55.6,58,2.4,58.1,45,0.0,89.2,82,0.0,77.6,70,0.0,80.3,76,0.0,97.89,2.11,79.84,Low Gap,Placed,2025-04-05 00:00:00
STU0266,JNTU Kakinada,Male,2025,Full Stack Developer,6.62,85.8,1,4,2.0,0,C#,89.8,82,0.0,77.0,76,0.0,70.2,70,0.0,67.2,88,20.8,78.0,62,0.0,64.5,50,0.0,90.1,42,0.0,62.3,58,0.0,54.7,74,19.3,84.7,80,0.0,95.98,4.02,81.35,Low Gap,Placed,2025-02-25 00:00:00
STU0267,SRM University,Female,2026,Full Stack Developer,8.36,83.2,3,1,1.0,0,Python,90.5,82,0.0,91.7,76,0.0,81.5,70,0.0,69.5,88,18.5,94.7,62,0.0,90.4,50,0.0,97.7,42,0.0,85.5,58,0.0,77.2,74,0.0,87.1,80,0.0,98.15,1.85,88.64,Low Gap,Placed,2026-05-26 00:00:00
STU0268,Vignan University,Male,2025,Full Stack Developer,7.44,89.8,2,4,1.0,1,C#,65.8,82,16.2,63.4,76,12.6,83.8,70,0.0,98.0,88,0.0,98.0,62,0.0,98.0,50,0.0,87.7,42,0.0,98.0,58,0.0,80.1,74,0.0,69.9,80,10.1,96.12,3.88,89.54,Low Gap,Placed,2026-05-01 00:00:00
STU0269,KL University,Male,2026,Data Scientist,8.13,83.3,2,3,2.0,0,JavaScript,92.3,78,0.0,82.6,75,0.0,78.1,72,0.0,81.7,55,0.0,84.1,52,0.0,77.7,88,10.3,86.1,40,0.0,98.0,45,0.0,72.0,75,3.0,86.8,82,0.0,98.67,1.33,88.58,Low Gap,Not Placed,2025-11-02 00:00:00
STU0270,JNTU Kakinada,Male,2025,Data Analyst,8.22,88.3,1,3,0.0,0,C++,76.1,72,0.0,55.4,65,9.6,80.3,78,0.0,85.1,62,0.0,64.4,55,0.0,79.7,78,0.0,68.8,35,0.0,83.7,40,0.0,78.3,75,0.0,57.5,72,14.5,97.59,2.41,76.8,Low Gap,Placed,2026-08-01 00:00:00
STU0271,Vignan University,Male,2027,Software Developer,9.77,89.3,1,5,1.0,1,C#,98.0,80,0.0,98.0,78,0.0,98.0,72,0.0,93.7,68,0.0,97.2,60,0.0,98.0,55,0.0,87.3,45,0.0,67.1,50,0.0,77.1,72,0.0,98.0,78,0.0,100.0,0.0,90.37,Low Gap,Placed,2025-08-16 00:00:00
STU0272,Andhra University,Male,2026,Full Stack Developer,8.86,93.9,0,3,1.0,1,Python,98.0,82,0.0,92.2,76,0.0,71.8,70,0.0,70.6,88,17.4,75.0,62,0.0,83.0,50,0.0,72.4,42,0.0,73.9,58,0.0,78.6,74,0.0,83.4,80,0.0,98.26,1.74,77.18,Low Gap,Not Placed,2026-03-21 00:00:00
STU0273,Andhra University,Male,2026,Data Analyst,8.86,76.5,1,4,3.0,0,JavaScript,75.4,72,0.0,83.1,65,0.0,81.5,78,0.0,70.2,62,0.0,90.1,55,0.0,82.9,78,0.0,84.2,35,0.0,71.5,40,0.0,56.6,75,18.4,77.1,72,0.0,98.16,1.84,84.85,Low Gap,Placed,2025-09-13 00:00:00
STU0274,JNTU Kakinada,Male,2027,Cloud Engineer,9.16,84.9,1,4,1.0,0,Python,75.7,70,0.0,60.6,68,7.4,98.0,62,0.0,95.4,55,0.0,89.8,88,0.0,66.3,58,0.0,77.4,45,0.0,86.3,82,0.0,63.4,70,6.6,66.2,76,9.8,97.61,2.39,81.8,Low Gap,Not Placed,2026-04-02 00:00:00
STU0275,KL University,Male,2026,Data Scientist,8.37,84.6,0,3,0.0,0,Python,92.2,78,0.0,98.0,75,0.0,74.1,72,0.0,62.9,55,0.0,70.7,52,0.0,98.0,88,0.0,65.1,40,0.0,91.2,45,0.0,70.7,75,4.3,97.0,82,0.0,99.57,0.43,75.4,Low Gap,Placed,2026-07-01 00:00:00
STU0276,GITAM University,Female,2027,Cloud Engineer,7.45,86.7,1,2,0.0,2,Python,67.1,70,2.9,68.7,68,0.0,66.6,62,0.0,68.8,55,0.0,41.2,88,46.8,68.3,58,0.0,82.6,45,0.0,63.4,82,18.6,59.0,70,11.0,66.4,76,9.6,91.1,8.9,72.56,Low Gap,Placed,2026-01-31 00:00:00
STU0277,JNTU Kakinada,Male,2027,Cloud Engineer,6.95,84.5,1,2,0.0,1,C#,67.4,70,2.6,55.2,68,12.8,64.4,62,0.0,58.5,55,0.0,69.2,88,18.8,61.0,58,0.0,54.2,45,0.0,75.3,82,6.7,70.5,70,0.0,57.9,76,18.1,94.1,5.9,71.85,Low Gap,Not Placed,2025-09-12 00:00:00
STU0278,GITAM University,Male,2027,Data Analyst,7.2,86.3,1,5,3.0,0,Python,98.0,72,0.0,98.0,65,0.0,83.5,78,0.0,79.4,62,0.0,80.2,55,0.0,68.9,78,9.1,60.5,35,0.0,87.3,40,0.0,45.5,75,29.5,96.8,72,0.0,96.15,3.85,86.71,Low Gap,Placed,2025-03-02 00:00:00
STU0279,JNTU Kakinada,Male,2026,Full Stack Developer,7.0,73.8,1,2,0.0,0,Java,77.4,82,4.6,84.0,76,0.0,70.5,70,0.0,60.2,88,27.8,59.4,62,2.6,70.2,50,0.0,68.3,42,0.0,76.1,58,0.0,92.9,74,0.0,73.1,80,6.9,95.81,4.19,74.08,Low Gap,Placed,2025-05-08 00:00:00
STU0280,Andhra University,Male,2025,Cloud Engineer,6.97,82.0,2,4,1.0,0,Python,90.1,70,0.0,85.7,68,0.0,74.3,62,0.0,80.1,55,0.0,59.8,88,28.2,71.9,58,0.0,91.9,45,0.0,63.0,82,19.0,62.0,70,8.0,86.0,76,0.0,94.48,5.52,84.96,Low Gap,Placed,2026-06-06 00:00:00
STU0281,Andhra University,Female,2026,Data Analyst,6.86,81.0,2,1,2.0,0,Java,70.0,72,2.0,54.4,65,10.6,72.1,78,5.9,72.6,62,0.0,66.5,55,0.0,87.0,78,0.0,57.7,35,0.0,63.0,40,0.0,42.4,75,32.6,67.3,72,4.7,94.42,5.58,77.08,Low Gap,Placed,2025-12-20 00:00:00
STU0282,GITAM University,Female,2025,DevOps Engineer,7.41,71.0,1,4,1.0,2,C#,63.6,72,8.4,67.1,70,2.9,80.4,58,0.0,83.7,50,0.0,85.1,82,0.0,73.4,52,0.0,86.4,48,0.0,45.4,88,42.6,54.1,72,17.9,60.8,80,19.2,90.9,9.1,79.41,Low Gap,Placed,2025-08-09 00:00:00
STU0283,JNTU Kakinada,Other,2025,Cloud Engineer,8.8,77.1,0,2,2.0,1,C#,81.3,70,0.0,91.2,68,0.0,59.2,62,2.8,71.5,55,0.0,93.0,88,0.0,87.5,58,0.0,78.8,45,0.0,70.7,82,11.3,88.1,70,0.0,80.3,76,0.0,98.59,1.41,76.91,Low Gap,Placed,2025-04-22 00:00:00
STU0284,GITAM University,Male,2025,Software Developer,7.18,81.6,0,2,2.0,0,Java,66.5,80,13.5,81.0,78,0.0,77.6,72,0.0,55.1,68,12.9,98.0,60,0.0,,55,0.0,71.7,45,0.0,79.2,50,0.0,80.9,72,0.0,72.2,78,5.8,96.78,3.22,72.9,Low Gap,Placed,2025-09-23 00:00:00
STU0285,Andhra University,Female,2025,Full Stack Developer,7.99,79.9,1,2,1.0,2,Python,67.6,82,14.4,67.0,76,9.0,64.4,70,5.6,92.2,88,0.0,90.4,62,0.0,68.6,50,0.0,66.7,42,0.0,42.8,58,15.2,56.8,74,17.2,65.0,80,15.0,92.36,7.64,75.51,Low Gap,Not Placed,2025-10-09 00:00:00
STU0286,Vignan University,Female,2026,Software Developer,7.38,78.0,3,3,1.0,2,Java,74.2,80,5.8,70.8,78,7.2,68.8,72,3.2,75.1,68,0.0,66.4,60,0.0,95.0,55,0.0,67.2,45,0.0,88.7,50,0.0,56.3,72,15.7,83.1,78,0.0,96.81,3.19,91.43,Low Gap,Placed,2026-03-24 00:00:00
STU0287,KL University,Female,2027,Cloud Engineer,7.83,86.5,1,2,2.0,3,Python,79.6,70,0.0,70.3,68,0.0,70.3,62,0.0,80.9,55,0.0,66.6,88,21.4,61.2,58,0.0,79.4,45,0.0,61.5,82,20.5,52.9,70,17.1,72.7,76,3.3,93.76,6.24,79.56,Low Gap,Not Placed,2026-03-22 00:00:00
STU0288,JNTU Kakinada,Male,2026,Data Analyst,7.3,66.3,1,2,1.0,2,C#,57.6,72,14.4,39.8,65,25.2,90.1,78,0.0,63.7,62,0.0,75.9,55,0.0,69.3,78,8.7,71.2,35,0.0,75.5,40,0.0,85.0,75,0.0,41.5,72,30.5,92.13,7.87,75.05,Low Gap,Placed,2025-01-29 00:00:00
STU0289,Andhra University,Male,2027,Software Developer,7.32,81.3,1,5,2.0,0,C#,93.5,80,0.0,84.6,78,0.0,76.0,72,0.0,79.6,68,0.0,80.3,60,0.0,70.4,55,0.0,87.0,45,0.0,85.6,50,0.0,58.2,72,13.8,94.8,78,0.0,98.62,1.38,86.68,Low Gap,Placed,2025-08-31 00:00:00
STU0290,Andhra University,Female,2025,Data Analyst,8.16,80.4,0,2,0.0,0,Python,77.4,72,0.0,62.9,65,2.1,57.0,78,21.0,91.1,62,0.0,74.0,55,0.0,77.3,78,0.7,56.6,35,0.0,75.7,40,0.0,61.4,75,13.6,71.4,72,0.6,96.19,3.81,68.43,Low Gap,Placed,2025-09-17 00:00:00
STU0291,Vignan University,Male,2026,Data Analyst,7.77,93.6,0,3,3.0,1,C#,98.0,72,0.0,93.3,65,0.0,78.6,78,0.0,90.5,62,0.0,69.4,55,0.0,64.6,78,13.4,79.7,35,0.0,55.1,40,0.0,91.0,75,0.0,84.8,72,0.0,98.66,1.34,80.55,Low Gap,Placed,2025-12-14 00:00:00
